hepatitisCvirusgenotype1aEU781809	s0063
hepatitisCvirusgenotype1aEU256047	s0064
hepatitisCvirusgenotype1aEU256007	s0065
hepatitisCvirusgenotype1aEU781751	s0066
HepatitisCvirussubtype1bEU234062	s0067
hepatitisCvirusgenotype1aEU482856	s0068
HepatitisCvirussubtype1bEU155306	s0069
HepacivirushominisMK139016	s0070
hepatitisCvirusgenotype1aEU781791	s0071
hepatitisCvirusgenotype1aEU155321	s0072
HepatitisCvirussubtype1bEU155375	s0073
hepatitisCvirusgenotype1aEU482865	s0074
hepatitisCvirusgenotype1aEU155352	s0075
HepatitisCvirussubtype1bEU482849	s0076
HepatitisCvirussubtype1bEU155335	s0077
hepatitisCvirusgenotype1aEU155319	s0078
hepatitisCvirusgenotype1aEU155312	s0079
hepatitisCvirusgenotype1aEU781762	s0080
hepatitisCvirusgenotype1aEU781769	s0081
hepatitisCvirusgenotype1aEU660385	s0082
HepatitisCvirussubtype1bFJ024279	s0083
hepatitisCvirusgenotype1aEU255991	s0084
hepatitisCvirusgenotype1aEU155252	s0085
hepatitisCvirusgenotype1aEU256074	s0086
hepatitisCvirusgenotype1aEU256034	s0087
HepatitisCvirussubtype1bEU155235	s0088
HepatitisCvirussubtype1bEU256098	s0089
hepatitisCvirusgenotype1aEU155299	s0090
hepatitisCvirusgenotype1aEU255951	s0091
hepatitisCvirusgenotype1aEU155292	s0092
hepatitisCvirusgenotype1aEU255978	s0093
hepatitisCvirusgenotype1aEU256096	s0094
hepatitisCvirusgenotype1aEU781813	s0095
hepatitisCvirusgenotype1aEU255973	s0096
hepatitisCvirusgenotype1aEU781818	s0097
hepatitisCvirusgenotype1aEU255938	s0098
hepatitisCvirusgenotype1aEU255933	s0099
HepatitisCvirussubtype1bEU155217	s0100
hepatitisCvirusgenotype1aEU155270	s0101
HepatitisCvirussubtype1bEU155257	s0102
hepatitisCvirusgenotype1aEU256056	s0103
HepatitisCvirussubtype1bAB249644	s0104
hepatitisCvirusgenotype1aEU260396	s0105
HepatitisCvirussubtype1bEU155317	s0106
hepatitisCvirusgenotype1aEU781780	s0107
HepacivirushominisOR345992	s0108
HepacivirushominisOM513935	s0109
HepatitisCvirussubtype1bEU482860	s0110
HepatitisCvirussubtype1bEU155357	s0111
hepatitisCvirusgenotype1aEU482847	s0112
HepacivirushominisOR345999	s0113
hepatitisCvirusgenotype1aEU482858	s0114
HepatitisCvirussubtype1bEU482874	s0115
hepatitisCvirusgenotype1aEU482853	s0116
HepatitisCvirussubtype1bEU155303	s0117
HepatitisCvirussubtype1bEU155308	s0118
hepatitisCvirusgenotype1aEU781794	s0119
HepacivirushominisMK139018	s0120
hepatitisCvirusgenotype1aEU781754	s0121
HepatitisCvirussubtype1bEU256065	s0122
hepatitisCvirusgenotype1aEU256049	s0123
hepatitisCvirusgenotype1aEU256009	s0124
hepatitisCvirusgenotype1aEU256002	s0125
hepatitisCvirusgenotype1aEU255927	s0126
hepatitisCvirusgenotype1aEU781807	s0127
hepatitisCvirusgenotype1aEU255967	s0128
HepacivirushominisMT185686	s0129
HepatitisCvirussubtype1bEU255962	s0130
hepatitisCvirusgenotype1aEU155286	s0131
hepatitisCvirusgenotype1aEU255945	s0132
HepatitisCvirussubtype1bEU155221	s0133
hepatitisCvirusgenotype1aEU256020	s0134
hepatitisCvirusgenotype1aEU155246	s0135
hepatitisCvirusgenotype1aEU255985	s0136
HepatitisCvirussubtype1bEU155261	s0137
hepatitisCvirusgenotype1aEU256060	s0138
hepatitisCvirusgenotype1aEU781776	s0139
HepacivirushominisOM513943	s0140
hepatitisCvirusgenotype1aEU482831	s0141
HepacivirushominisOR346001	s0142
HepacivirushominisOM513948	s0143
HepatitisCvirussubtype1bEU155361	s0144
hepatitisCvirusgenotype1aFJ024281	s0145
HepacivirushominisMT512570	s0146
hepatitisCvirusgenotype1aEU155346	s0147
hepatitisCvirusgenotype1aEU482871	s0148
hepatitisCvirusgenotype1aEU781750	s0149
hepatitisCvirusgenotype1aEU482857	s0150
hepatitisCvirusgenotype1aEU781790	s0151
hepatitisCvirusgenotype1aEU155320	s0152
hepatitisCvirusgenotype1aEU256106	s0153
HepatitisCvirussubtype1bEU155307	s0154
HepacivirushominisMK139017	s0155
hepatitisCvirusgenotype1aEU255928	s0156
hepatitisCvirusgenotype1aEU255963	s0157
hepatitisCvirusgenotype1aEU781808	s0158
hepatitisCvirusgenotype1aEU255968	s0159
hepatitisCvirusgenotype1aEU256086	s0160
hepatitisCvirusgenotype1aEU781803	s0161
HepatitisCvirussubtype6aDQ480523	s0162
hepatitisCvirusgenotype1aEU256046	s0163
HepatitisCvirusisolateH77NC038882	s0164
HepatitisCvirussubtype1bEU256061	s0165
hepatitisCvirusgenotype1aEU256006	s0166
HepatitisCvirusgenotype6NC009827	s0167
HepatitisCvirussubtype1bEU155225	s0168
hepatitisCvirusgenotype1aEU256024	s0169
hepatitisCvirusgenotype1aEU155249	s0170
hepatitisCvirusgenotype1aEU155242	s0171
HepatitisCvirussubtype1bAJ238799	s0172
hepatitisCvirusgenotype1aEU255981	s0173
HepatitisCvirussubtype1bEU256083	s0174
hepatitisCvirusgenotype1aEU155282	s0175
hepatitisCvirusgenotype1aEU255941	s0176
hepatitisCvirusgenotype1aEU781821	s0177
hepatitisCvirusgenotype1aEU155289	s0178
HepatitisCvirussubtype1bEU256088	s0179
hepatitisCvirusgenotype1aEU482835	s0180
HepatitisCvirussubtype1bEU256103	s0181
hepatitisCvirusgenotype1aEU155309	s0182
hepatitisCvirusgenotype1aEU569722	s0183
HepacivirushominisOM513947	s0184
HepatitisCvirussubtype1bEU155325	s0185
hepatitisCvirusgenotype1aEU155342	s0186
HepatitisCvirussubtype1bEU482859	s0187
HepatitisCvirussubtype1bEU155365	s0188
hepatitisCvirusgenotype1aEU155349	s0189
hepatitisCvirusgenotype1aFJ182001	s0190
hepatitisCvirusgenotype1aEU781779	s0191
hepatitisCvirusgenotype1aEU781772	s0192
hepatitisCvirusgenotype1aEU781766	s0193
HepatitisCvirussubtype1bEU482886	s0194
hepatitisCvirusgenotype1aEU482861	s0195
HepatitisCvirussubtype1bEU155371	s0196
HepacivirushominisMK139021	s0197
HepatitisCvirussubtype1bEU155331	s0198
HepacivirushominisOM513953	s0199
HepacivirushominisMN385583	s0200
hepatitisCvirusgenotype1aEU255955	s0201
hepatitisCvirusgenotype1aEU155296	s0202
HepatitisCvirussubtype6aDQ480515	s0203
hepatitisCvirusgenotype1aEU256070	s0204
hepatitisCvirusgenotype1aEU255995	s0205
hepatitisCvirusgenotype1aEU256030	s0206
HepatitisCvirussubtype1bEU155231	s0207
hepatitisCvirusgenotype1aEU155216	s0208
hepatitisCvirusgenotype1aEU256012	s0209
hepatitisCvirusgenotype1aEU256019	s0210
HepatitisCvirussubtype1bEU155218	s0211
HepatitisCvirussubtype1bEU155253	s0212
hepatitisCvirusgenotype1aEU256052	s0213
HepatitisCvirussubtype1bEU155258	s0214
HepatitisCvirussubtype1bEU256075	s0215
hepatitisCvirusgenotype1aEU155274	s0216
hepatitisCvirusgenotype1aEU255977	s0217
hepatitisCvirusgenotype1aEU781817	s0218
hepatitisCvirusgenotype1aEU255937	s0219
hepatitisCvirusgenotype1aEU781784	s0220
HepatitisCvirussubtype1bEU155318	s0221
hepatitisCvirusgenotype1aFJ181999	s0222
hepatitisCvirusgenotype1aEU482843	s0223
HepatitisCvirussubtype1bEU155358	s0224
HepacivirushominisOR345996	s0225
hepatitisCvirusgenotype1aEU482848	s0226
HepatitisCvirussubtype1bFJ390396	s0227
hepatitisCvirusgenotype1aFJ024278	s0228
hepatitisCvirusgenotype1aEU234063	s0229
hepatitisCvirusgenotype1aEU781777	s0230
HepacivirushominisOR346000	s0231
HepacivirushominisOM513949	s0232
HepacivirushominisOM513942	s0233
hepatitisCvirusgenotype1aEU155347	s0234
hepatitisCvirusgenotype1aEU482870	s0235
hepatitisCvirusgenotype1aFJ024280	s0236
HepatitisCvirussubtype1bEU155360	s0237
hepatitisCvirusgenotype1aEU155287	s0238
hepatitisCvirusgenotype1aEU255944	s0239
hepatitisCvirusgenotype1aEU781824	s0240
HepatitisCvirussubtype1bEU155220	s0241
hepatitisCvirusgenotype1aEU256021	s0242
HepatitisCvirussubtype1bEU155260	s0243
hepatitisCvirusgenotype1aEU155247	s0244
hepatitisCvirusgenotype1aEU255984	s0245
hepatitisCvirusgenotype1aEU256043	s0246
hepatitisCvirusgenotype1aEU155265	s0247
HepatitisCvirussubtype1bEU256064	s0248
hepatitisCvirusgenotype1aEU256048	s0249
hepatitisCvirusgenotype1aEU256003	s0250
hepatitisCvirusgenotype1aEU256008	s0251
EquineHepacivirus	s0252
hepatitisCvirusgenotype1aEU255966	s0253
hepatitisCvirusgenotype1aEU781806	s0254
hepatitisCvirusgenotype1aEU482852	s0255
HepatitisCvirussubtype1bEU482875	s0256
hepatitisCvirusgenotype1aEU781795	s0257
HepacivirushominisMK139019	s0258
HepatitisCvirussubtype1bEU155302	s0259
hepatitisCvirusgenotype1aEU781755	s0260
HepatitisCvirussubtype1bEU155382	s0261
hepatitisCvirusgenotype1aFJ024276	s0262
hepatitisCvirusgenotype1aEU781781	s0263
HepatitisCvirussubtype1bEU155316	s0264
hepatitisCvirusgenotype1aEU482846	s0265
HepatitisCvirussubtype1bFJ390398	s0266
HepacivirushominisOR345998	s0267
hepatitisCvirusgenotype1aEU687193	s0268
HepacivirushominisOR345993	s0269
HepacivirushominisOM513934	s0270
HepatitisCvirussubtype1bEU155356	s0271
hepatitisCvirusgenotype1aEU781819	s0272
hepatitisCvirusgenotype1aEU255979	s0273
hepatitisCvirusgenotype1aEU256097	s0274
hepatitisCvirusgenotype1aEU781812	s0275
hepatitisCvirusgenotype1aEU255932	s0276
hepatitisCvirusgenotype1aEU255939	s0277
hepatitisCvirusgenotype1aEU256017	s0278
HepatitisCvirussubtype1bFN435993	s0279
HepatitisCvirussubtype1bEU155256	s0280
hepatitisCvirusgenotype1aEU256057	s0281
HepatitisCvirussubtype1bEU529682	s0282
hepatitisCvirusgenotype1aEU155271	s0283
HepatitisCvirussubtype1bEU256059	s0284
hepatitisCvirusgenotype1aEU255990	s0285
hepatitisCvirusgenotype1aEU256035	s0286
HepatitisCvirussubtype1bEU155234	s0287
hepatitisCvirusgenotype1aEU155213	s0288
hepatitisCvirusgenotype1aEU255950	s0289
hepatitisCvirusgenotype1aEU155293	s0290
HepatitisCvirussubtype1bEU256092	s0291
HepatitisCvirussubtype1bEU256099	s0292
hepatitisCvirusgenotype1aEU155298	s0293
hepatitisCvirusgenotype1aEU482864	s0294
hepatitisCvirusgenotype1aEU155353	s0295
HepatitisCvirussubtype1bEU155374	s0296
hepatitisCvirusgenotype1aEU155313	s0297
hepatitisCvirusgenotype1aEU239715	s0298
HepatitisCvirussubtype1bEU155334	s0299
hepatitisCvirusgenotype1aEU781768	s0300
hepatitisCvirusgenotype1aEU781763	s0301
HepatitisCvirussubtype1bEU482883	s0302
hepatitisCvirusgenotype1aEU660384	s0303
HepatitisCvirussubtype1bEU482888	s0304
HepatitisCvirussubtype1bEU255960	s0305
hepatitisCvirusgenotype1aEU255947	s0306
HepatitisCvirussubtype1bEU256085	s0307
hepatitisCvirusgenotype1aEU155284	s0308
hepatitisCvirusgenotype1aEU255987	s0309
hepatitisCvirusgenotype1aEU256069	s0310
HepatitisCvirussubtype1bEU256045	s0311
hepatitisCvirusgenotype1aEU155244	s0312
HepatitisCvirussubtype1bEU155263	s0313
hepatitisCvirusgenotype1aEU256029	s0314
HepatitisCvirussubtype1bEU155228	s0315
HepatitisCvirussubtype1bEU155223	s0316
hepatitisCvirusgenotype1aEU256022	s0317
hepatitisCvirusgenotype1aEU781774	s0318
HepatitisCvirussubtype1bEU155363	s0319
hepatitisCvirusgenotype1aEU482878	s0320
hepatitisCvirusgenotype1aEU482873	s0321
HepatitisCvirussubtype1bEU155368	s0322
hepatitisCvirusgenotype1aEU155344	s0323
hepatitisCvirusgenotype1aEU482838	s0324
HepacivirushominisOM513941	s0325
HepatitisCvirussubtype1bEU155328	s0326
HepatitisCvirussubtype1bEU155301	s0327
hepatitisCvirusgenotype1aEU781796	s0328
HepatitisCvirussubtype1bEU155381	s0329
hepatitisCvirusgenotype1aEU781756	s0330
hepatitisCvirusgenotype1aEU155266	s0331
hepatitisCvirusgenotype1aEU256040	s0332
hepatitisCvirusgenotype1aEU529679	s0333
hepatitisCvirusgenotype1aEU781805	s0334
HepatitisCvirussubtype1bEU155281	s0335
hepatitisCvirusgenotype1aEU255965	s0336
HepatitisCvirusgenotype1NC004102	s0337
hepatitisCvirusgenotype1aFJ024087	s0338
hepatitisCvirusgenotype1aEU255931	s0339
hepatitisCvirusgenotype1aEU256094	s0340
hepatitisCvirusgenotype1aEU781811	s0341
hepatitisCvirusgenotype1aEU155272	s0342
HepatitisCvirussubtype1bEU155255	s0343
HepatitisCvirussubtype1bEU256078	s0344
hepatitisCvirusgenotype1aEU155239	s0345
hepatitisCvirusgenotype1aEU256014	s0346
hepatitisCvirusgenotype1aEU781749	s0347
hepatitisCvirusgenotype1aFJ024275	s0348
HepacivirushominisOR345990	s0349
HepacivirushominisOM513937	s0350
hepatitisCvirusgenotype1aEU155379	s0351
hepatitisCvirusgenotype1aEU482845	s0352
hepatitisCvirusgenotype1aEU155339	s0353
HepatitisCvirussubtype1bEU155315	s0354
hepatitisCvirusgenotype1aEU781789	s0355
hepatitisCvirusgenotype1aEU781782	s0356
HepacivirushominisOM513955	s0357
HepatitisCvirussubtype1bEU155337	s0358
hepatitisCvirusgenotype1aEU239716	s0359
hepatitisCvirusgenotype1aEU155310	s0360
HepatitisCvirussubtype1bEU155377	s0361
hepatitisCvirusgenotype1aEU155350	s0362
hepatitisCvirusgenotype1aFJ390395	s0363
hepatitisCvirusgenotype1aEU482867	s0364
hepatitisCvirusgenotype1aEU660387	s0365
HepatitisCvirussubtype1bEU482880	s0366
hepatitisCvirusgenotype1aEU781760	s0367
hepatitisCvirusgenotype1aEU256036	s0368
hepatitisCvirusgenotype1aEU155250	s0369
hepatitisCvirusgenotype1aEU255993	s0370
hepatitisCvirusgenotype1aEU255998	s0371
hepatitisCvirusgenotype1aEU255958	s0372
HepatitisCvirussubtype6aDQ480513	s0373
hepatitisCvirusgenotype1aEU155290	s0374
HepatitisCvirussubtype1bEU256091	s0375
HepatitisCvirussubtype6aDQ480518	s0376
hepatitisCvirusgenotype1aEU255953	s0377
HepatitisCvirussubtype6aDQ480520	s0378
hepatitisCvirusgenotype1aEU781800	s0379
hepatitisCvirusgenotype1aEU529677	s0380
hepatitisCvirusgenotype1aEU256005	s0381
HepatitisCvirussubtype1bEU256062	s0382
hepatitisCvirusgenotype1aEU155268	s0383
hepatitisCvirusgenotype1aEU595698	s0384
hepatitisCvirusgenotype1aEU781753	s0385
hepatitisCvirusgenotype1aEU781758	s0386
hepatitisCvirusgenotype1aEU256105	s0387
hepatitisCvirusgenotype1aEU781798	s0388
HepatitisCvirussubtype1bEU155304	s0389
HepatitisCvirussubtype1bEU482833	s0390
HepacivirushominisMK527509	s0391
hepatitisCvirusgenotype1aEU155323	s0392
HepacivirushominisOQ832071	s0393
hepatitisCvirusgenotype1aEU781793	s0394
HepacivirushominisMH155319	s0395
hepatitisCvirusgenotype1aEU482854	s0396
HepatitisCvirussubtype1bEU155366	s0397
hepatitisCvirusgenotype1aEU482876	s0398
hepatitisCvirusgenotype1aFJ205868	s0399
hepatitisCvirusgenotype1aEU155341	s0400
HepatitisCvirussubtype1bEU155326	s0401
HepacivirushominisOM513944	s0402
HepatitisCvirussubtype1bEU256100	s0403
hepatitisCvirusgenotype1aEU482836	s0404
hepatitisCvirusgenotype1aEU781771	s0405
hepatitisCvirusgenotype1aEU234065	s0406
hepatitisCvirusgenotype1aEU255982	s0407
hepatitisCvirusgenotype1aEU155241	s0408
hepatitisCvirusgenotype1aEU255989	s0409
hepatitisCvirusgenotype1aEU256067	s0410
HepatitisCvirussubtype1bEU256000	s0411
HepatitisCvirussubtype1bEU155226	s0412
hepatitisCvirusgenotype1aEU256027	s0413
hepatitisCvirusgenotype1aEU781822	s0414
hepatitisCvirusgenotype1aEU255949	s0415
hepatitisCvirusgenotype1aEU255942	s0416
HepatitisCvirussubtype6aDQ480516	s0417
hepatitisCvirusgenotype1aEU155295	s0418
hepatitisCvirusgenotype1aEU255956	s0419
hepatitisCvirusgenotype1aEU256038	s0420
hepatitisCvirusgenotype1aEU155215	s0421
hepatitisCvirusgenotype1aEU256033	s0422
HepatitisCvirussubtype1bEU155232	s0423
HepatitisCvirussubtype1bEU256054	s0424
hepatitisCvirusgenotype1aEU529681	s0425
hepatitisCvirusgenotype1aEU255996	s0426
HepatitisCvirussubtype1bEU155279	s0427
HepatitisCvirussubtype1bEU482885	s0428
hepatitisCvirusgenotype1aEU781765	s0429
HepacivirushominisAJ000009	s0430
HepacivirushominisOM513950	s0431
HepacivirushominisMK139022	s0432
HepatitisCvirussubtype1bEU155332	s0433
hepatitisCvirusgenotype1aEU239713	s0434
hepatitisCvirusgenotype1aEU482869	s0435
HepatitisCvirussubtype1bEU155372	s0436
hepatitisCvirusgenotype1aEU155355	s0437
hepatitisCvirusgenotype1aEU482862	s0438
HepacivirushominisOR345995	s0439
hepatitisCvirusgenotype1aEU687195	s0440
HepacivirushominisOM513939	s0441
hepatitisCvirusgenotype1aEU482840	s0442
hepatitisCvirusgenotype1aEU781787	s0443
hepatitisCvirusgenotype1aEU781747	s0444
HepatitisCvirussubtype1bEU256076	s0445
hepatitisCvirusgenotype1aEU155277	s0446
hepatitisCvirusgenotype1aEU256051	s0447
hepatitisCvirusgenotype1aEU155237	s0448
hepatitisCvirusgenotype1aEU256011	s0449
hepatitisCvirusgenotype1aEU255934	s0450
hepatitisCvirusgenotype1aEU781814	s0451
hepatitisCvirusgenotype1aEU255974	s0452
hepatitisCvirusgenotype1aFJ410172	s0453
hepatitisCvirusgenotype1aEU256037	s0454
hepatitisCvirusgenotype1aEU255999	s0455
hepatitisCvirusgenotype1aEU155251	s0456
hepatitisCvirusgenotype1aEU255992	s0457
hepatitisCvirusgenotype1aEU155291	s0458
HepatitisCvirussubtype1bEU256090	s0459
hepatitisCvirusgenotype1aEU255952	s0460
HepatitisCvirussubtype6aDQ480519	s0461
HepatitisCvirussubtype6aDQ480512	s0462
hepatitisCvirusgenotype1aEU255959	s0463
hepatitisCvirusgenotype1aGQ149768	s0464
HepatitisCvirusisolate6a33AY859526	s0465
hepatitisCvirusgenotype1aEU155311	s0466
HepacivirushominisOM513954	s0467
HepatitisCvirussubtype1bEU155336	s0468
hepatitisCvirusgenotype1aFJ390394	s0469
hepatitisCvirusgenotype1aEU155351	s0470
hepatitisCvirusgenotype1aEU482866	s0471
HepatitisCvirussubtype1bEU155376	s0472
HepatitisCvirussubtype1bEU482881	s0473
hepatitisCvirusgenotype1aEU781761	s0474
HepatitisCvirusgenotype7NC030791	s0475
hepatitisCvirusgenotype1aEU781748	s0476
hepatitisCvirusgenotype1aFJ024274	s0477
HepatitisCvirussubtype1bEU660388	s0478
hepatitisCvirusgenotype1aEU482884	s0479
hepatitisCvirusgenotype1aEU482844	s0480
hepatitisCvirusgenotype1aEU155378	s0481
HepacivirushominisOR345991	s0482
HepacivirushominisOM513936	s0483
hepatitisCvirusgenotype1aEU781783	s0484
hepatitisCvirusgenotype1aEU155338	s0485
hepatitisCvirusgenotype1aEU781788	s0486
hepatitisCvirusgenotype1aEU260395	s0487
hepatitisCvirusgenotype1aEU255930	s0488
hepatitisCvirusgenotype1aEU255970	s0489
hepatitisCvirusgenotype1aEU256095	s0490
hepatitisCvirusgenotype1aEU781810	s0491
HepatitisCvirussubtype1bEU155254	s0492
hepatitisCvirusgenotype1aEU256055	s0493
hepatitisCvirusgenotype1aEU155278	s0494
HepatitisCvirussubtype1bEU256079	s0495
hepatitisCvirusgenotype1aEU155273	s0496
hepatitisCvirusgenotype1aEU155238	s0497
hepatitisCvirusgenotype1aEU256015	s0498
hepatitisCvirusgenotype1aEU155233	s0499
hepatitisCvirusgenotype1aEU256041	s0500
hepatitisCvirusgenotype1aEU155267	s0501
HepatitisCvirussubtype1bEU256066	s0502
hepatitisCvirusgenotype1aEU255964	s0503
hepatitisCvirusgenotype1aEU529678	s0504
HepatitisCvirussubtype6aDQ480524	s0505
hepatitisCvirusgenotype1aEU781804	s0506
HepatitisCvirussubtype1bEU155280	s0507
hepatitisCvirusgenotype1aEU781797	s0508
HepatitisCvirussubtype1bEU155300	s0509
hepatitisCvirusgenotype1aEU482850	s0510
HepatitisCvirussubtype1bEU482877	s0511
hepatitisCvirusgenotype1aEU595697	s0512
hepatitisCvirusgenotype1aEU781757	s0513
hepatitisCvirusgenotype1aEU781775	s0514
hepatitisCvirusgenotype1aEU250017	s0515
HepatitisCvirussubtype1bEU155369	s0516
hepatitisCvirusgenotype1aEU482872	s0517
hepatitisCvirusgenotype1aEU155345	s0518
hepatitisCvirusgenotype1aFJ205867	s0519
hepatitisCvirusgenotype1aFJ024282	s0520
HepatitisCvirussubtype1bEU155362	s0521
hepatitisCvirusgenotype1aEU482832	s0522
HepatitisCvirussubtype1bEU155329	s0523
HepacivirushominisOM513940	s0524
hepatitisCvirusgenotype1aEU255946	s0525
HepatitisCvirussubtype1bEU256084	s0526
hepatitisCvirusgenotype1aEU155285	s0527
HepatitisCvirussubtype1bEU155262	s0528
hepatitisCvirusgenotype1aEU255986	s0529
hepatitisCvirusgenotype1aEU256068	s0530
hepatitisCvirusgenotype1aEU155245	s0531
HepatitisCvirussubtype1bEU155222	s0532
hepatitisCvirusgenotype1aEU256023	s0533
hepatitisCvirusgenotype1aEU256028	s0534
HepatitisCvirussubtype1bEU155229	s0535
hepatitisCvirusgenotype1aEU256050	s0536
HepatitisCvirussubtype1bEU256077	s0537
hepatitisCvirusgenotype1aEU155276	s0538
HepacivirushominisKY283130	s0539
hepatitisCvirusgenotype1aEU256010	s0540
HepatitisCvirussubtype1bAB426117	s0541
hepatitisCvirusgenotype1aEU155236	s0542
hepatitisCvirusgenotype1aEU255935	s0543
hepatitisCvirusgenotype1aEU255975	s0544
hepatitisCvirusgenotype1aEU781815	s0545
hepatitisCvirusgenotype1aEU687194	s0546
HepacivirushominisOM513938	s0547
hepatitisCvirusgenotype1aEU482841	s0548
HepatitisCvirussubtype1bFJ478453	s0549
HepacivirushominisOR345994	s0550
hepatitisCvirusgenotype1aEU781786	s0551
hepatitisCvirusgenotype1aEU781746	s0552
HepatitisCvirussubtype1bEU660386	s0553
hepatitisCvirusgenotype1aEU660383	s0554
hepatitisCvirusgenotype1aEU781764	s0555
hepatitisCvirusgenotype1aEU155314	s0556
HepacivirushominisOM513951	s0557
HepatitisCvirussubtype1bEU155333	s0558
hepatitisCvirusgenotype1aEU155354	s0559
HepacivirushominisKT983617	s0560
hepatitisCvirusgenotype1aEU482863	s0561
HepatitisCvirussubtype1bEU155373	s0562
hepatitisCvirusgenotype1aEU482868	s0563
hepatitisCvirusgenotype1aEU155294	s0564
hepatitisCvirusgenotype1aEU255957	s0565
HepatitisCvirussubtype6aDQ480517	s0566
HepatitisCvirussubtype1bFJ024086	s0567
hepatitisCvirusgenotype1aEU256032	s0568
hepatitisCvirusgenotype1aEU256039	s0569
hepatitisCvirusgenotype1aEU155214	s0570
hepatitisCvirusgenotype1aEU256072	s0571
HepatitisCvirusisolateJPUT971017AB030907	s0572
hepatitisCvirusgenotype1aEU529680	s0573
hepatitisCvirusgenotype1aEU255997	s0574
hepatitisCvirusgenotype1aEU255988	s0575
hepatitisCvirusgenotype1aEU255983	s0576
hepatitisCvirusgenotype1aEU155240	s0577
HepatitisCvirussubtype1bEU155227	s0578
hepatitisCvirusgenotype1aEU256026	s0579
HepatitisCvirussubtype1bEU256001	s0580
hepatitisCvirusgenotype1aEU255943	s0581
HepatitisCvirussubtype1bEU256081	s0582
HepatitisCvirusgenotype2NC009823	s0583
hepatitisCvirusgenotype1aEU781823	s0584
hepatitisCvirusgenotype1aEU255948	s0585
hepatitisCvirusgenotype1aFJ205869	s0586
hepatitisCvirusgenotype1aEU155340	s0587
HepatitisCvirussubtype1bEU155367	s0588
HepatitisCvirussubtype1bEU256101	s0589
hepatitisCvirusgenotype1aEU482837	s0590
HepatitisCvirussubtype1bEU155327	s0591
HepacivirushominisOM513945	s0592
hepatitisCvirusgenotype1aEU781770	s0593
hepatitisCvirusgenotype1aEU155380	s0594
hepatitisCvirusgenotype1aEU234064	s0595
HepatitisCvirussubtype1bEU234061	s0596
hepatitisCvirusgenotype1aEU781759	s0597
hepatitisCvirusgenotype1aEU781752	s0598
HepatitisCvirussubtype1bEU482839	s0599
hepatitisCvirusgenotype1aEU155322	s0600
hepatitisCvirusgenotype1aEU781792	s0601
hepatitisCvirusgenotype1aEU256104	s0602
